,comment_id,user_id,platform,date_time,likes_count,comment_raw,comment_cleaned_emoji,comment_cleaned_no_emoji,comment_processed,vader_compound_emoji,vader_compound_no_emoji
17,17886685369929580,3188957078,instagram,2021-01-07 08:02:58,1,Where can I get the t-shirt,Where can I get the t-shirt,Where can I get the t-shirt,[],0.0,0.0
18,17857009085416177,186079940,instagram,2021-01-07 06:49:10,2,Yo can we make that into a T shirt?? Im in at 25$ shipped,Yo can we make that into a T shirt?? Im in at 25$ shipped,Yo can we make that into a T shirt?? Im in at 25$ shipped,"['yo', 'make', 'shirt', 'im', 'shipped']",0.0,0.0
19,18184306162063703,43129644003,instagram,2021-01-09 14:28:23,0,"𝘐𝘧 𝘐 𝘦𝘯𝘫𝘰𝘺 𝘵𝘩𝘪𝘴 𝘱𝘳𝘪𝘷𝘪𝘭𝘦𝘨𝘦 𝘢𝘭𝘭 𝘢𝘭𝘰𝘯𝘦, 𝘪𝘵 𝘴𝘩𝘰𝘸𝘴 𝘩𝘰𝘸 𝘶𝘯𝘨𝘳𝘢𝘵𝘦𝘧𝘶𝘭 𝘐 𝘢𝘮 𝘣𝘦𝘤𝘢𝘶𝘴𝘦 𝘐 𝘨𝘰𝘵 𝘮𝘺 𝘣𝘳𝘦𝘢𝘬𝘵𝘩𝘳𝘰𝘶𝘨𝘩 𝘧𝘳𝘰𝘮 𝘢 𝘱𝘰𝘴𝘵 𝘣𝘦𝘦𝘯 𝘱𝘰𝘴𝘵𝘦𝘥 𝘰𝘯𝘭𝘪𝘯𝘦 𝘢𝘴 𝘸𝘦𝘭𝘭 𝘢𝘯𝘥 𝘳𝘦𝘤𝘰𝘮𝘮𝘦𝘯𝘥𝘢𝘵𝘪𝘰𝘯 𝘪 𝘴𝘢𝘸 𝘵𝘰𝘰.  𝘈𝘭𝘭 𝘵𝘩𝘢𝘯𝘬𝘴 𝘵𝘰 𝘵𝘩𝘦 𝘨𝘰𝘰𝘥 𝘸𝘰𝘳𝘬 𝘰𝘧 𝘔𝘳𝘴 𝘋𝘢𝘯𝘢𝘦 @anfisa_forex_trade","𝘐𝘧 𝘐 𝘦𝘯𝘫𝘰𝘺 𝘵𝘩𝘪𝘴 𝘱𝘳𝘪𝘷𝘪𝘭𝘦𝘨𝘦 𝘢𝘭𝘭 𝘢𝘭𝘰𝘯𝘦, 𝘪𝘵 𝘴𝘩𝘰𝘸𝘴 𝘩𝘰𝘸 𝘶𝘯𝘨𝘳𝘢𝘵𝘦𝘧𝘶𝘭 𝘐 𝘢𝘮 𝘣𝘦𝘤𝘢𝘶𝘴𝘦 𝘐 𝘨𝘰𝘵 𝘮𝘺 𝘣𝘳𝘦𝘢𝘬𝘵𝘩𝘳𝘰𝘶𝘨𝘩 𝘧𝘳𝘰𝘮 𝘢 𝘱𝘰𝘴𝘵 𝘣𝘦𝘦𝘯 𝘱𝘰𝘴𝘵𝘦𝘥 𝘰𝘯𝘭𝘪𝘯𝘦 𝘢𝘴 𝘸𝘦𝘭𝘭 𝘢𝘯𝘥 𝘳𝘦𝘤𝘰𝘮𝘮𝘦𝘯𝘥𝘢𝘵𝘪𝘰𝘯 𝘪 𝘴𝘢𝘸 𝘵𝘰𝘰.  𝘈𝘭𝘭 𝘵𝘩𝘢𝘯𝘬𝘴 𝘵𝘰 𝘵𝘩𝘦 𝘨𝘰𝘰𝘥 𝘸𝘰𝘳𝘬 𝘰𝘧 𝘔𝘳𝘴 𝘋𝘢𝘯𝘢𝘦 ","      ,                        .           ",[],0.0,0.0
20,17936398288448883,7317825545,instagram,2021-01-09 11:52:11,0,Wow that happened huh 😂,Wow that happened huh 😂,Wow that happened huh ,"['wow', 'happened', 'huh']",0.7717,0.5859
21,17882477738025210,253635158,instagram,2021-01-21 01:19:55,1,One word -> AMAZING,One word -> AMAZING,One word -> AMAZING,"['word', 'amazing']",0.6739,0.6739
22,17876413706076991,34714275381,instagram,2021-01-09 17:03:19,1,Thats such an amazing painting... love the way you depict such deep thoughts.,Thats such an amazing painting... love the way you depict such deep thoughts.,Thats such an amazing painting... love the way you depict such deep thoughts.,"['thats', 'amazing', 'painting', 'love', 'way', 'depict', 'deep', 'thoughts']",0.8402,0.8402
23,17885832190963376,33381288124,instagram,2021-01-11 17:11:25,0,Your post is very beautiful 💖.I would love for you to see my page as well✨,Your post is very beautiful 💖.I would love for you to see my page as well✨,Your post is very beautiful .I would love for you to see my page as well,"['post', 'beautiful', 'love', 'see', 'page']",0.9357,0.8883
24,17884836556925911,2223799689,instagram,2021-01-09 15:01:08,1,Amazing,Amazing,Amazing,['amazing'],0.5859,0.5859
25,17877977561102743,6290045519,instagram,2021-01-11 13:45:34,0,"Racist white ppl storming the USA Capitol yelling ""USA"" with Confederate flags is just as confusing as them yelling ""blue lives mattet"" than kill a white cop 🤣🤣🤣🤣🤣🤣🤣 ... After they accused blks of disrespecting the American flag only to take it down at the Capitol and replace it with a Trump flag ... The only way they were able to take the flag down is by scaling n climbing the sides of walls like a bunch of 🐒🐒🐒🐒 ... -The irony of racism 😂😂😂😂 ... Then they burglarized, rioted, looted, and stole from congress members while calling themselves patriots 🙄","Racist white ppl storming the USA Capitol yelling ""USA"" with Confederate flags is just as confusing as them yelling ""blue lives mattet"" than kill a white cop 🤣🤣🤣🤣🤣🤣🤣 ... After they accused blks of disrespecting the American flag only to take it down at the Capitol and replace it with a Trump flag ... The only way they were able to take the flag down is by scaling n climbing the sides of walls like a bunch of 🐒🐒🐒🐒 ... -The irony of racism 😂😂😂😂 ... Then they burglarized, rioted, looted, and stole from congress members while calling themselves patriots 🙄","Racist white ppl storming the USA Capitol yelling ""USA"" with Confederate flags is just as confusing as them yelling ""blue lives mattet"" than kill a white cop 🤣🤣🤣🤣🤣🤣🤣 ... After they accused blks of disrespecting the American flag only to take it down at the Capitol and replace it with a Trump flag ... The only way they were able to take the flag down is by scaling n climbing the sides of walls like a bunch of  ... -The irony of racism  ... Then they burglarized, rioted, looted, and stole from congress members while calling themselves patriots ","['racist', 'white', 'ppl', 'storming', 'usa', 'capitol', 'yelling', 'usa', 'confederate', 'flags', 'confusing', 'yelling', 'blue', 'lives', 'mattet', 'kill', 'white', 'cop', 'accused', 'blks', 'disrespecting', 'american', 'flag', 'take', 'capitol', 'replace', 'flag', 'way', 'able', 'take', 'flag', 'scaling', 'n', 'climbing', 'sides', 'walls', 'like', 'bunch', 'irony', 'racism', 'burglarized', 'rioted', 'looted', 'stole', 'congress', 'members', 'calling', 'patriots']",0.9545,0.7783
26,17917473646541146,20871327,instagram,2021-01-11 03:16:33,0,Love the diction:),Love the diction:),Love the diction:),"['love', 'diction']",0.6369,0.6369
27,17880087893070020,33381288124,instagram,2021-01-11 17:11:15,0,Your post is very beautiful 💖.I would love for you to see my page as well✨,Your post is very beautiful 💖.I would love for you to see my page as well✨,Your post is very beautiful .I would love for you to see my page as well,"['post', 'beautiful', 'love', 'see', 'page']",0.9357,0.8883
28,17856131837388186,3139117618,instagram,2021-01-11 08:44:17,1,🥲,🥲,🥲,[],0.0,0.0
29,17916024808583798,3544668418,instagram,2021-02-19 00:52:00,1,Well stated!,Well stated!,Well stated!,"['well', 'stated']",0.3382,0.3382
30,17874135509220349,30746756357,instagram,2021-02-16 01:55:25,1,😂😂👏,😂😂👏,,[],0.7003,0.0
31,17891163556905576,10563354725,instagram,2021-02-12 00:05:16,1,The hand makes it sublime,The hand makes it sublime,The hand makes it sublime,"['hand', 'makes', 'sublime']",0.4939,0.4939
32,18126510583195827,10563354725,instagram,2021-02-12 00:04:00,1,Missed this one b4 and the band aid too. Too good,Missed this one b4 and the band aid too. Too good,Missed this one b4 and the band aid too. Too good,"['missed', 'band', 'aid', 'good']",0.1779,0.1779
33,17912957488603721,9704226,instagram,2021-02-03 22:33:08,1,😜😜😜perfect❣️,😜😜😜perfect❣️,perfect,[],0.6369,0.5719
34,17943391621429260,14076519593,instagram,2021-01-23 07:49:06,1,All you have to do is point.,All you have to do is point.,All you have to do is point.,['point'],0.0,0.0
35,17881615940045606,15539972416,instagram,2021-01-19 00:49:27,1,How did I miss this??? Hope they have a truck with a lift... he can’t walk up those ramps! I want to be sure they don’t leave him behind!!!,How did I miss this??? Hope they have a truck with a lift... he can’t walk up those ramps! I want to be sure they don’t leave him behind!!!,How did I miss this??? Hope they have a truck with a lift... he can’t walk up those ramps! I want to be sure they don’t leave him behind!!!,"['miss', 'hope', 'truck', 'lift', 'walk', 'ramps', 'want', 'sure', 'leave', 'behind']",0.7835,0.7835
36,18188166058016505,2253165030,instagram,2021-01-17 10:27:47,1,🔥🔥🔥,🔥🔥🔥,,[],-0.7351,0.0
37,17926878391491733,3918775337,instagram,2021-01-16 06:13:53,1,Please take it away - I’ll gladly pay more for the extra weight fee. 🙏,Please take it away - I’ll gladly pay more for the extra weight fee. 🙏,Please take it away - I’ll gladly pay more for the extra weight fee. ,"['please', 'take', 'away', 'gladly', 'pay', 'extra', 'weight', 'fee']",0.5106,0.5106
38,17885488096903546,2331477491,instagram,2021-01-16 02:37:10,1,Hahahahahahahahahaha,Hahahahahahahahahaha,Hahahahahahahahahaha,['hahahahahahahahahaha'],0.0,0.0
39,17871661589156571,455886068,instagram,2021-01-15 23:43:09,1,💙💙,💙💙,,[],0.8555,0.0
40,18180298192070652,6265516263,instagram,2021-01-14 18:51:19,1,Good question about the toxic waste?,Good question about the toxic waste?,Good question about the toxic waste?,"['good', 'question', 'toxic', 'waste']",0.0258,0.0258
41,17916555562576230,367290780,instagram,2021-01-13 11:57:10,1,Thanks for the laughter 😀,Thanks for the laughter 😀,Thanks for the laughter ,"['thanks', 'laughter']",0.8225,0.7269
42,18145012147121711,1823937883,instagram,2021-01-13 09:46:11,1,Nicely done Brett. I especially appreciate the attention to detail you gave to the tiny hands🤣,Nicely done Brett. I especially appreciate the attention to detail you gave to the tiny hands🤣,Nicely done Brett. I especially appreciate the attention to detail you gave to the tiny hands🤣,"['nicely', 'done', 'brett', 'especially', 'appreciate', 'attention', 'detail', 'gave', 'tiny']",0.8439,0.8439
43,17870630810214048,363972512,instagram,2021-01-13 06:29:20,1,This is perfect.,This is perfect.,This is perfect.,['perfect'],0.5719,0.5719
44,17930215999474430,5475686182,instagram,2021-01-13 05:13:06,1,😂 Love it! Yea... I don’t know... he’s pretty toxic! 💕,😂 Love it! Yea... I don’t know... he’s pretty toxic! 💕, Love it! Yea... I don’t know... he’s pretty toxic! ,"['love', 'yea', 'know', 'pretty', 'toxic']",0.9449,0.8395
45,18101272864205065,1108865625,instagram,2021-01-13 04:02:18,1,Seriously toxic waste!,Seriously toxic waste!,Seriously toxic waste!,"['seriously', 'toxic', 'waste']",-0.5848,-0.5848
46,17977225063343534,7281129774,instagram,2021-01-13 03:51:26,1,This is great Brett. Someone on FB is getting ready for a virtual moving party once the moving vans get there. I needed a laugh today as I’m worried about the coming week ❤️🙏😘 Thanks for your art 🖼 💋💋💋💋,This is great Brett. Someone on FB is getting ready for a virtual moving party once the moving vans get there. I needed a laugh today as I’m worried about the coming week ❤️🙏😘 Thanks for your art 🖼 💋💋💋💋,This is great Brett. Someone on FB is getting ready for a virtual moving party once the moving vans get there. I needed a laugh today as I’m worried about the coming week  Thanks for your art  ,"['great', 'brett', 'someone', 'fb', 'getting', 'ready', 'virtual', 'moving', 'party', 'moving', 'vans', 'needed', 'laugh', 'today', 'worried', 'coming', 'week', 'thanks', 'art']",0.979,0.9274
47,18135685114082383,3174987505,instagram,2021-01-13 03:41:25,1,👏👏👏👏,👏👏👏👏,,[],0.0,0.0
48,17890785577889054,1025822241,instagram,2021-01-13 02:23:02,1,Right on! 🔥👍👏,Right on! 🔥👍👏,Right on! ,['right'],-0.4003,0.0
49,17956318204386348,255473151,instagram,2021-01-13 02:22:54,1,Garbage in. Garbage out 👍,Garbage in. Garbage out 👍,Garbage in. Garbage out ,"['garbage', 'garbage']",0.0,0.0
50,17902393543690810,1334659720,instagram,2021-01-13 02:01:51,1,Bye bye...and never come back please....,Bye bye...and never come back please....,Bye bye...and never come back please....,"['bye', 'bye', 'never', 'come', 'back', 'please']",-0.2411,-0.2411
51,17862823313338847,44292464361,instagram,2021-01-13 01:35:39,1,THIS IS GOLD!!!! 🔥,THIS IS GOLD!!!! 🔥,THIS IS GOLD!!!! ,['gold'],-0.5526,0.0
52,17925075991499824,356005602,instagram,2021-01-13 01:30:37,1,Thank you for making his “baby hands” #detailsmatter ❤️❤️❤️,Thank you for making his “baby hands”  ❤️❤️❤️,Thank you for making his “baby hands”  ,"['thank', 'making', 'baby', 'hands']",0.3612,0.3612
53,17913330661573648,7073492530,instagram,2021-01-13 01:07:48,1,"I understand there’s an upper class of Yrumpies that don’t go to his rallies & wear all the paraphernalia?! They actually benefit from his tax cuts & protection from law suits, you know like if your employer says, 
“come to work or you’re fired!” So, these ppl in the upper crusties are watching the pathetic “tools” do all the rioting! That’s your GOP!! Devoid of all morals!!","I understand there’s an upper class of Yrumpies that don’t go to his rallies & wear all the paraphernalia?! They actually benefit from his tax cuts & protection from law suits, you know like if your employer says, 
“come to work or you’re fired!” So, these ppl in the upper crusties are watching the pathetic “tools” do all the rioting! That’s your GOP!! Devoid of all morals!!","I understand there’s an upper class of Yrumpies that don’t go to his rallies & wear all the paraphernalia?! They actually benefit from his tax cuts & protection from law suits, you know like if your employer says, 
“come to work or you’re fired!” So, these ppl in the upper crusties are watching the pathetic “tools” do all the rioting! That’s your GOP!! Devoid of all morals!!","['understand', 'upper', 'class', 'yrumpies', 'go', 'rallies', 'wear', 'paraphernalia', 'actually', 'benefit', 'tax', 'cuts', 'protection', 'law', 'suits', 'know', 'like', 'employer', 'says', 'come', 'work', 'fired', 'ppl', 'upper', 'crusties', 'watching', 'pathetic', 'tools', 'rioting', 'gop', 'devoid', 'morals']",-0.3753,-0.3753
54,17865990938248369,191541028,instagram,2021-01-13 00:43:22,1,👏 Impeach now,👏 Impeach now, Impeach now,['impeach'],0.0,0.0
55,17856709481462413,6753434131,instagram,2021-01-13 00:32:37,1,❤👍🏽👍🏽🙏,❤👍🏽👍🏽🙏,,[],0.6369,0.0
56,18146581744125882,5706375312,instagram,2021-01-13 00:31:33,1,❤️,❤️,,[],0.0,0.0
57,18190983883036936,26930930056,instagram,2021-02-13 02:52:17,1,yoo hella nice! Does anything of my work appeal to you?,yoo hella nice! Does anything of my work appeal to you?,yoo hella nice! Does anything of my work appeal to you?,"['yoo', 'hella', 'nice', 'anything', 'work', 'appeal']",0.5244,0.5244
58,17892871912816062,410452624,instagram,2021-01-19 17:37:20,1,True 🔥,True 🔥,True ,['true'],0.1027,0.4215
59,17980286008332057,11774621533,instagram,2021-02-19 11:36:12,0,Cunt Face!,Cunt Face!,Cunt Face!,"['cunt', 'face']",-0.5411,-0.5411
60,17896549144828687,41360008149,instagram,2021-02-07 03:01:40,0,❤️check your inbox i have an special offer for you ❤️,❤️check your inbox i have an special offer for you ❤️,check your inbox i have an special offer for you ,"['inbox', 'special', 'offer']",0.4019,0.4019
61,17908327318615873,13808046726,instagram,2021-01-16 22:55:09,1,Collab? Dm us @ heujier,Collab? Dm us @ heujier,Collab? Dm us @ heujier,"['collab', 'dm', 'us', 'heujier']",0.0,0.0
62,17882216402056563,737003636,instagram,2021-01-22 16:45:56,1,what’s wrong with me that I was scanning this pic for Bernie,what’s wrong with me that I was scanning this pic for Bernie,what’s wrong with me that I was scanning this pic for Bernie,"['wrong', 'scanning', 'pic', 'bernie']",-0.4767,-0.4767
63,17891519392883602,44813466978,instagram,2021-01-21 09:59:03,0,So much worse... best of luck to Biden 🙏🦅,So much worse... best of luck to Biden 🙏🦅,So much worse... best of luck to Biden 🦅,"['much', 'worse', 'best', 'luck', 'biden']",0.6231,0.6231
64,17903465377672371,14988049517,instagram,2021-01-21 01:47:02,1,& SID 🖤,& SID 🖤,& SID ,['sid'],0.6369,0.0
65,17896673398743861,8125753442,instagram,2021-01-20 23:25:58,1,👍👍👍👍,👍👍👍👍,,[],0.0,0.0
66,17898796957749128,12188308002,instagram,2021-01-26 06:17:42,1,😢 Photo shoped,😢 Photo shoped, Photo shoped,"['photo', 'shoped']",-0.4767,0.0
67,17849367119510697,25303716354,instagram,2021-02-10 12:51:06,0,Amazing post 🔥🔥🔥🔥,Amazing post 🔥🔥🔥🔥,Amazing post ,"['amazing', 'post']",-0.5859,0.5859
68,17895769591796994,8530090917,instagram,2021-02-06 18:23:03,0,Happy Birthday to u 🙂,Happy Birthday to u 🙂,Happy Birthday to u ,"['happy', 'birthday', 'u']",0.7512,0.5719
69,17883952562024693,41969410430,instagram,2021-02-01 23:31:51,1,🔥🔥🔥🔥,🔥🔥🔥🔥,,[],-0.8225,0.0
70,17910906913612303,190108337,instagram,2021-01-30 11:59:59,1,Happy bday,Happy bday,Happy bday,"['happy', 'bday']",0.5719,0.5719
71,18175759036072735,145987595,instagram,2021-01-30 03:12:08,1,Happy Birthday Pretty Lady😍🎁🎂,Happy Birthday Pretty Lady😍🎁🎂,Happy Birthday Pretty Lady,"['happy', 'birthday', 'pretty']",0.9153,0.7845
72,17919252337546692,42083504079,instagram,2021-01-30 01:04:48,1,Y’all fits to clean🔥🔥🔥🔥🎊🎊💯,Y’all fits to clean🔥🔥🔥🔥🎊🎊💯,Y’all fits to clean,['fits'],-0.7096,0.4019
73,17910904951609147,3035032285,instagram,2021-01-29 19:46:42,1,Happy birthday,Happy birthday,Happy birthday,"['happy', 'birthday']",0.5719,0.5719
74,17842269200527599,18893405138,instagram,2021-01-29 18:52:33,2,💯😍♥️,💯😍♥️,,[],0.802,0.0
75,17880959774082690,1773634797,instagram,2021-01-29 17:26:31,1,gorgeous😍😍💙💙💙,gorgeous😍😍💙💙💙,gorgeous,[],0.9738,0.6124
76,18156528298097383,1773634797,instagram,2021-01-29 17:26:14,0,like my recent one please?😍😍😊😊,like my recent one please?😍😍😊😊,like my recent one please?,"['like', 'recent', 'please']",0.9674,0.5859
77,17983884199329836,19086968231,instagram,2021-01-29 15:03:32,2,♥️💯😘,♥️💯😘,,[],0.7906,0.0
78,17871411836185775,15222054,instagram,2021-01-30 00:03:50,1,🔥🔥🔥,🔥🔥🔥,,[],-0.7351,0.0
79,17907551590632517,7899349,instagram,2021-02-02 02:57:55,0,love it!,love it!,love it!,['love'],0.6696,0.6696
80,17883001037053520,21091951,instagram,2021-02-01 22:00:30,0,Amazing Marcie ❤️,Amazing Marcie ❤️,Amazing Marcie ,"['amazing', 'marcie']",0.5859,0.5859
81,17920156045549626,208608618,instagram,2021-02-08 03:38:04,1,🔥,🔥,,[],-0.34,0.0
82,17932241596482444,511340827,instagram,2021-02-08 03:00:02,1,😍😍😍,😍😍😍,,[],0.8402,0.0
83,17886502603990989,1464868599,instagram,2021-02-10 08:52:56,0,The capital riot was by far  the best one of the summer.,The capital riot was by far  the best one of the summer.,The capital riot was by far  the best one of the summer.,"['capital', 'riot', 'far', 'best', 'summer']",0.1531,0.1531
84,17883250760068853,2654853304,instagram,2021-02-10 04:05:43,0,Liberal Butt hurt Slugs.,Liberal Butt hurt Slugs.,Liberal Butt hurt Slugs.,"['liberal', 'butt', 'hurt', 'slugs']",-0.5267,-0.5267
85,17996476930312199,6760823622,instagram,2021-02-10 14:16:56,1,"Seriously, it’s just football, stop putting politics into this.","Seriously, it’s just football, stop putting politics into this.","Seriously, it’s just football, stop putting politics into this.","['seriously', 'football', 'stop', 'putting', 'politics']",-0.4404,-0.4404
86,17860345952434688,2982891497,instagram,2021-02-10 10:31:52,1,"every super bowl is in black history month, so does that mean every time a white guy wins it's racist? Like I understand there is a lot of racial inequality but cmon man it's a sport...","every super bowl is in black history month, so does that mean every time a white guy wins it's racist? Like I understand there is a lot of racial inequality but cmon man it's a sport...","every super bowl is in black history month, so does that mean every time a white guy wins it's racist? Like I understand there is a lot of racial inequality but cmon man it's a sport...","['every', 'super', 'bowl', 'black', 'history', 'month', 'mean', 'every', 'time', 'white', 'guy', 'wins', 'racist', 'like', 'understand', 'lot', 'racial', 'inequality', 'cmon', 'man', 'sport']",0.4678,0.4678
87,17896684093788584,3410283401,instagram,2021-02-10 08:37:53,1,They acting like Kaepernick would make the super bowl 😂,They acting like Kaepernick would make the super bowl 😂,They acting like Kaepernick would make the super bowl ,"['acting', 'like', 'kaepernick', 'make', 'super', 'bowl']",0.8519,0.7506
88,17916661225566022,42105487209,instagram,2021-02-10 08:36:43,1,Slow day at the office 😂,Slow day at the office 😂,Slow day at the office ,"['slow', 'day', 'office']",0.4404,0.0
89,17980014751343676,3973052508,instagram,2021-02-10 08:36:39,1,good lawd,good lawd,good lawd,"['good', 'lawd']",0.4404,0.4404
90,18147468598139985,315132446,instagram,2021-02-12 02:11:10,1,👏👏,👏👏,,[],0.0,0.0
91,18140138026080740,32944845301,instagram,2021-02-11 16:35:23,1,"Cause of death: mass suicide, following their leader over the cliff without realizing he's not going to jump himself","Cause of death: mass suicide, following their leader over the cliff without realizing he's not going to jump himself","Cause of death: mass suicide, following their leader over the cliff without realizing he's not going to jump himself","['cause', 'death', 'mass', 'suicide', 'following', 'leader', 'cliff', 'without', 'realizing', 'going', 'jump']",-0.8555,-0.8555
92,17858285183415344,256167021,instagram,2021-02-11 09:55:05,1,I pray 🙏,I pray 🙏,I pray ,['pray'],0.3182,0.3182
93,17876424176121090,3659178347,instagram,2021-02-11 02:15:48,1,🙌👏👏👏,🙌👏👏👏,,[],0.0,0.0
94,17908191544630799,5577064043,instagram,2021-02-10 22:57:06,2,Republican Party is Self Imploding!!!,Republican Party is Self Imploding!!!,Republican Party is Self Imploding!!!,"['republican', 'party', 'self', 'imploding']",0.5538,0.5538
95,17910889699622064,35591346,instagram,2021-02-12 21:49:24,0,#viral #drake #cardi #president #impeachtrump #hiphopculture #newyear #newyorkcity #brooklyn #bronx #worldstar #queens #manhattan #statenisland #japan #olympics #tokyo #aot #china #london #uk #europe #berlin #rome #africa #nigeria #beautiful #trending,                           ,                           ,[],0.0,0.0
96,17955389548396184,146240559,instagram,2021-02-11 19:43:51,0,What a joke this whole process,What a joke this whole process,What a joke this whole process,"['joke', 'whole', 'process']",0.296,0.296
97,17884566710032398,8461114037,instagram,2021-02-11 12:06:07,0,"laura you are a fraud,  you should be ashamed with yourself!","laura you are a fraud,  you should be ashamed with yourself!","laura you are a fraud,  you should be ashamed with yourself!","['laura', 'fraud', 'ashamed']",-0.8016,-0.8016
98,17906728951667261,8461114037,instagram,2021-02-11 12:04:15,0,laura is part of the fake news!!! listen to her say that the people of the us and Georgia voted the fake occupant of the White House on her hunter Biden piece  on Wednesday 2-10-21 I watched her show tonight for the first time since the election.,laura is part of the fake news!!! listen to her say that the people of the us and Georgia voted the fake occupant of the White House on her hunter Biden piece  on Wednesday 2-10-21 I watched her show tonight for the first time since the election.,laura is part of the fake news!!! listen to her say that the people of the us and Georgia voted the fake occupant of the White House on her hunter Biden piece  on Wednesday 2-10-21 I watched her show tonight for the first time since the election.,"['laura', 'part', 'fake', 'listen', 'say', 'people', 'us', 'georgia', 'voted', 'fake', 'occupant', 'white', 'house', 'hunter', 'biden', 'piece', 'wednesday', 'watched', 'show', 'tonight', 'first', 'time', 'since', 'election']",-0.795,-0.795
99,18097465477217748,2229664371,instagram,2021-02-11 16:06:17,0,I hope and pray that there are 11 more Senators who recognize the fact that they will face far more backlash by not voting for impeachment than they will if they do impeach him. He must be neutralized! #ForOurRepublic #ForOurDemocracy #ImpeachTrump #BANTRUMP #TheElectionWasNotStolen,I hope and pray that there are 11 more Senators who recognize the fact that they will face far more backlash by not voting for impeachment than they will if they do impeach him. He must be neutralized!     ,I hope and pray that there are 11 more Senators who recognize the fact that they will face far more backlash by not voting for impeachment than they will if they do impeach him. He must be neutralized!     ,"['hope', 'pray', 'senators', 'recognize', 'fact', 'face', 'far', 'backlash', 'voting', 'impeach', 'must', 'neutralized']",0.6696,0.6696
100,17881480079083535,6076685647,instagram,2021-02-10 20:43:27,1,"What's sad is the Republicans don't even care that Trump did it. They're only arguing he can't be impeached. I agree if the Dems put on good case, they might shame some of GOP into voting for conviction.  I'm sick of all the talking heads acting like it's already decided. It's like they're giving the idiots an excuse.","What's sad is the Republicans don't even care that Trump did it. They're only arguing he can't be impeached. I agree if the Dems put on good case, they might shame some of GOP into voting for conviction.  I'm sick of all the talking heads acting like it's already decided. It's like they're giving the idiots an excuse.","What's sad is the Republicans don't even care that Trump did it. They're only arguing he can't be impeached. I agree if the Dems put on good case, they might shame some of GOP into voting for conviction.  I'm sick of all the talking heads acting like it's already decided. It's like they're giving the idiots an excuse.","['sad', 'republicans', 'even', 'care', 'arguing', 'ca', 'impeached', 'agree', 'dems', 'put', 'good', 'case', 'might', 'shame', 'gop', 'voting', 'conviction', 'sick', 'talking', 'heads', 'acting', 'like', 'already', 'decided', 'like', 'giving', 'idiots', 'excuse']",-0.4639,-0.4639
101,17895437911847767,211854048,instagram,2021-02-11 04:57:44,1,"Senate Republicans:
""Look, Trump's mob wasn't coming to murder US (well maybe Pence.) So really guys, no biggie.""","Senate Republicans:
""Look, Trump's mob wasn't coming to murder US (well maybe Pence.) So really guys, no biggie.""","Senate Republicans:
""Look, Trump's mob wasn't coming to murder US (well maybe Pence.) So really guys, no biggie.""","['senate', 'republicans', 'look', 'mob', 'coming', 'murder', 'us', 'well', 'maybe', 'pence', 'really', 'guys', 'biggie']",0.4759,0.4759
102,17884925258048448,455821061,instagram,2021-02-12 02:15:41,1,Love it,Love it,Love it,['love'],0.6369,0.6369
103,17885022205986516,9962012295,instagram,2021-02-11 12:10:58,1,Oh wow! Exceptional😮,Oh wow! Exceptional😮,Oh wow! Exceptional,"['oh', 'wow']",0.6239,0.6239
104,17979634066336342,29550969403,instagram,2021-02-11 07:55:09,0,THIS SHITHOLE IS A TRAITOR AND A SPINELESS COWARD. GET HIM OUT OF FLORIDA. GET HIM OUT OF THE UNITED STATES.,THIS SHITHOLE IS A TRAITOR AND A SPINELESS COWARD. GET HIM OUT OF FLORIDA. GET HIM OUT OF THE UNITED STATES.,THIS SHITHOLE IS A TRAITOR AND A SPINELESS COWARD. GET HIM OUT OF FLORIDA. GET HIM OUT OF THE UNITED STATES.,"['shithole', 'traitor', 'spineless', 'coward', 'florida', 'united', 'states']",-0.0516,-0.0516
105,17883229388074540,39003680243,instagram,2021-02-11 02:50:47,1,Yea my gas tank now takes 55 to fill up.  When 30 was nearly filling it before,Yea my gas tank now takes 55 to fill up.  When 30 was nearly filling it before,Yea my gas tank now takes 55 to fill up.  When 30 was nearly filling it before,"['yea', 'gas', 'tank', 'takes', 'fill', 'nearly', 'filling']",0.0,0.0
106,17895891175855618,9339969,instagram,2021-02-13 08:29:08,1,👏,👏,,[],0.0,0.0
107,17982178429339510,1021206526,instagram,2021-02-11 10:42:57,0,Hear! Hear!,Hear! Hear!,Hear! Hear!,"['hear', 'hear']",0.0,0.0
108,17864392781351850,20601827,instagram,2021-02-11 06:26:54,1,Everything about this is perfect!,Everything about this is perfect!,Everything about this is perfect!,"['everything', 'perfect']",0.6114,0.6114
109,17872333631276820,6071394665,instagram,2021-02-13 20:18:44,0,Does she mean Liberals will be cheering? Because the Left are not the elites and they have been saying the exact same things she is for decades,Does she mean Liberals will be cheering? Because the Left are not the elites and they have been saying the exact same things she is for decades,Does she mean Liberals will be cheering? Because the Left are not the elites and they have been saying the exact same things she is for decades,"['mean', 'liberals', 'cheering', 'left', 'elites', 'saying', 'exact', 'things', 'decades']",0.5106,0.5106
110,17943874279436396,18194923263,instagram,2021-02-11 13:29:17,1,The results of 40 years of voting for the lesser of two evil!,The results of 40 years of voting for the lesser of two evil!,The results of 40 years of voting for the lesser of two evil!,"['results', 'years', 'voting', 'lesser', 'two', 'evil']",-0.69,-0.69
